"frequency";"dBCav"
+5.16480000000000000000e+009;-1.69105955451200105997e-004
+5.16495000000000000000e+009;-1.69106030676011051235e-004
+5.16510000000000000000e+009;-1.69106110548096965837e-004
+5.16525000000000000000e+009;-1.69106195089156123405e-004
+5.16540000000000000000e+009;-1.69106284253863370804e-004
+5.16555000000000000000e+009;-1.69106378044147395278e-004
+5.16570000000000000000e+009;-1.69106476480742099703e-004
+5.16585000000000000000e+009;-1.69106579534716497783e-004
+5.16600000000000000000e+009;-1.69106687199319994427e-004
+5.16615000000000000000e+009;-1.69106799477927982047e-004
+5.16630000000000000000e+009;-1.69106916360414554455e-004
+5.16645000000000000000e+009;-1.69107037836171687859e-004
+5.16660000000000000000e+009;-1.69107163918700491127e-004
+5.16675000000000000000e+009;-1.69107294575212576369e-004
+5.16690000000000000000e+009;-1.69107429816315967376e-004
+5.16705000000000000000e+009;-1.69107569620312444755e-004
+5.16720000000000000000e+009;-1.69107714016615139508e-004
+5.16735000000000000000e+009;-1.69107862968578153730e-004
+5.16750000000000000000e+009;-1.69108016465593517840e-004
+5.16765000000000000000e+009;-1.69108174525501968322e-004
+5.16780000000000000000e+009;-1.69108337125158689034e-004
+5.16795000000000000000e+009;-1.69108504270349985655e-004
+5.16810000000000000000e+009;-1.69108675942270669660e-004
+5.16825000000000000000e+009;-1.69108852148635652657e-004
+5.16840000000000000000e+009;-1.69109032875943825778e-004
+5.16855000000000000000e+009;-1.69109218114069418358e-004
+5.16870000000000000000e+009;-1.69109407863976746915e-004
+5.16885000000000000000e+009;-1.69109602129523240149e-004
+5.16900000000000000000e+009;-1.69109800877438338357e-004
+5.16915000000000000000e+009;-1.69110004135688684213e-004
+5.16930000000000000000e+009;-1.69110211877754150478e-004
+5.16945000000000000000e+009;-1.69110424086276199583e-004
+5.16960000000000000000e+009;-1.69110640785363991294e-004
+5.16975000000000000000e+009;-1.69110861955247993461e-004
+5.16990000000000000000e+009;-1.69111087582427124321e-004
+5.17005000000000000000e+009;-1.69111317677509380561e-004
+5.17020000000000000000e+009;-1.69111552224582767151e-004
+5.17035000000000000000e+009;-1.69111791205806493398e-004
+5.17050000000000000000e+009;-1.69112034640950091450e-004
+5.17065000000000000000e+009;-1.69112282514583710984e-004
+5.17080000000000000000e+009;-1.69112534821885471259e-004
+5.17095000000000000000e+009;-1.69112791537781950203e-004
+5.17110000000000000000e+009;-1.69113052689275338448e-004
+5.17125000000000000000e+009;-1.69113318245505989557e-004
+5.17140000000000000000e+009;-1.69113588211295675853e-004
+5.17155000000000000000e+009;-1.69113862584233511175e-004
+5.17170000000000000000e+009;-1.69114141346960930850e-004
+5.17185000000000000000e+009;-1.69114424513461242662e-004
+5.17200000000000000000e+009;-1.69114712052392547051e-004
+5.17215000000000000000e+009;-1.69115003974845066722e-004
+5.17230000000000000000e+009;-1.69115300270210777885e-004
+5.17245000000000000000e+009;-1.69115600946686791065e-004
+5.17260000000000000000e+009;-1.69115905979681801791e-004
+5.17275000000000000000e+009;-1.69116215359552102791e-004
+5.17290000000000000000e+009;-1.69116529105585108612e-004
+5.17305000000000000000e+009;-1.69116847195118174922e-004
+5.17320000000000000000e+009;-1.69117169630080043177e-004
+5.17335000000000000000e+009;-1.69117496391183407250e-004
+5.17350000000000000000e+009;-1.69117827496751175435e-004
+5.17365000000000000000e+009;-1.69118162911584073681e-004
+5.17380000000000000000e+009;-1.69118502659309035731e-004
+5.17395000000000000000e+009;-1.69118846716299100737e-004
+5.17410000000000000000e+009;-1.69119195082072096888e-004
+5.17425000000000000000e+009;-1.69119547747466597142e-004
+5.17440000000000000000e+009;-1.69119904716822147799e-004
+5.17455000000000000000e+009;-1.69120265970369379341e-004
+5.17470000000000000000e+009;-1.69120631516305320978e-004
+5.17485000000000000000e+009;-1.69121001348361630744e-004
+5.17500000000000000000e+009;-1.69121375456412456660e-004
+5.17515000000000000000e+009;-1.69121753823581460075e-004
+5.17530000000000000000e+009;-1.69122136472531149794e-004
+5.17545000000000000000e+009;-1.69122523358418571596e-004
+5.17560000000000000000e+009;-1.69122914522229305214e-004
+5.17575000000000000000e+009;-1.69123309928281769258e-004
+5.17590000000000000000e+009;-1.69123709579469103017e-004
+5.17605000000000000000e+009;-1.69124113465183255594e-004
+5.17620000000000000000e+009;-1.69124521593621364619e-004
+5.17635000000000000000e+009;-1.69124933938745583084e-004
+5.17650000000000000000e+009;-1.69125350500555883884e-004
+5.17665000000000000000e+009;-1.69125771295928659880e-004
+5.17680000000000000000e+009;-1.69126196299790407685e-004
+5.17695000000000000000e+009;-1.69126625509730241139e-004
+5.17710000000000000000e+009;-1.69127058918033248633e-004
+5.17725000000000000000e+009;-1.69127496516984518558e-004
+5.17740000000000000000e+009;-1.69127938317674192305e-004
+5.17755000000000000000e+009;-1.69128384304672527974e-004
+5.17770000000000000000e+009;-1.69128834472193246988e-004
+5.17785000000000000000e+009;-1.69129288799020328872e-004
+5.17800000000000000000e+009;-1.69129747321317499718e-004
+5.17815000000000000000e+009;-1.69130209987973382027e-004
+5.17830000000000000000e+009;-1.69130676821168421213e-004
+5.17845000000000000000e+009;-1.69131147810776738191e-004
+5.17860000000000000000e+009;-1.69131622963548900948e-004
+5.17875000000000000000e+009;-1.69132102242356866873e-004
+5.17890000000000000000e+009;-1.69132585665523571365e-004
+5.17905000000000000000e+009;-1.69133073224369732089e-004
+5.17920000000000000000e+009;-1.69133564906840782715e-004
+5.17935000000000000000e+009;-1.69134060719687264124e-004
+5.17950000000000000000e+009;-1.69134560645550638749e-004
+5.17965000000000000000e+009;-1.69135064682502192241e-004
+5.17980000000000000000e+009;-1.69135572838738953809e-004
+5.17995000000000000000e+009;-1.69136085080990417962e-004
+5.18010000000000000000e+009;-1.69136601429990352050e-004
+5.18025000000000000000e+009;-1.69137121881881354480e-004
+5.18040000000000000000e+009;-1.69137646418340489851e-004
+5.18055000000000000000e+009;-1.69138175029724050890e-004
+5.18070000000000000000e+009;-1.69138707720853972549e-004
+5.18085000000000000000e+009;-1.69139244481122122616e-004
+5.18100000000000000000e+009;-1.69139785314386065316e-004
+5.18115000000000000000e+009;-1.69140330212448608809e-004
+5.18130000000000000000e+009;-1.69140879173381092956e-004
+5.18145000000000000000e+009;-1.69141432174520900530e-004
+5.18160000000000000000e+009;-1.69141989225511711701e-004
+5.18175000000000000000e+009;-1.69142550313816761223e-004
+5.18190000000000000000e+009;-1.69143115453419356879e-004
+5.18205000000000000000e+009;-1.69143684625996563271e-004
+5.18220000000000000000e+009;-1.69144257814189788620e-004
+5.18235000000000000000e+009;-1.69144835023785257292e-004
+5.18250000000000000000e+009;-1.69145416270212792503e-004
+5.18265000000000000000e+009;-1.69146001517308695265e-004
+5.18280000000000000000e+009;-1.69146590772305759585e-004
+5.18295000000000000000e+009;-1.69147184029417733996e-004
+5.18310000000000000000e+009;-1.69147781282858502552e-004
+5.18325000000000000000e+009;-1.69148382530699242484e-004
+5.18340000000000000000e+009;-1.69148987778244006344e-004
+5.18355000000000000000e+009;-1.69149596990775691894e-004
+5.18370000000000000000e+009;-1.69150210189510292504e-004
+5.18385000000000000000e+009;-1.69150827360464473285e-004
+5.18400000000000000000e+009;-1.69151448502673971931e-004
+5.18415000000000000000e+009;-1.69152073607459451894e-004
+5.18430000000000000000e+009;-1.69152702671445602078e-004
+5.18445000000000000000e+009;-1.69153335686917592187e-004
+5.18460000000000000000e+009;-1.69153972648089143647e-004
+5.18475000000000000000e+009;-1.69154613564121791922e-004
+5.18490000000000000000e+009;-1.69155258408977635792e-004
+5.18505000000000000000e+009;-1.69155907196157811231e-004
+5.18520000000000000000e+009;-1.69156559907821581754e-004
+5.18535000000000000000e+009;-1.69157216544933263879e-004
+5.18550000000000000000e+009;-1.69157877103635428907e-004
+5.18565000000000000000e+009;-1.69158541574766649795e-004
+5.18580000000000000000e+009;-1.69159209957362528711e-004
+5.18595000000000000000e+009;-1.69159882251423011445e-004
+5.18610000000000000000e+009;-1.69160558448268924080e-004
+5.18625000000000000000e+009;-1.69161238533434705707e-004
+5.18640000000000000000e+009;-1.69161922512224408878e-004
+5.18655000000000000000e+009;-1.69162610377405293795e-004
+5.18670000000000000000e+009;-1.69163302126084248277e-004
+5.18685000000000000000e+009;-1.69163997744760163456e-004
+5.18700000000000000000e+009;-1.69164697245005460954e-004
+5.18715000000000000000e+009;-1.69165400608014979350e-004
+5.18730000000000000000e+009;-1.69166107841503684465e-004
+5.18745000000000000000e+009;-1.69166818928112930309e-004
+5.18760000000000000000e+009;-1.69167533857716973324e-004
+5.18775000000000000000e+009;-1.69168252650567436154e-004
+5.18790000000000000000e+009;-1.69168975293163209930e-004
+5.18805000000000000000e+009;-1.69169701762359586932e-004
+5.18820000000000000000e+009;-1.69170432064424827810e-004
+5.18835000000000000000e+009;-1.69171166199359068088e-004
+5.18850000000000000000e+009;-1.69171904175841508787e-004
+5.18865000000000000000e+009;-1.69172645950957937144e-004
+5.18880000000000000000e+009;-1.69173391559425482502e-004
+5.18895000000000000000e+009;-1.69174140963151758629e-004
+5.18910000000000000000e+009;-1.69174894182388415274e-004
+5.18925000000000000000e+009;-1.69175651208456142996e-004
+5.18940000000000000000e+009;-1.69176412026889489305e-004
+5.18955000000000000000e+009;-1.69177176648296477991e-004
+5.18970000000000000000e+009;-1.69177945043263978052e-004
+5.18985000000000000000e+009;-1.69178717237347664686e-004
+5.19000000000000000000e+009;-1.69179493198723466521e-004
+5.19015000000000000000e+009;-1.69180272940410374822e-004
+5.19030000000000000000e+009;-1.69181056456139939205e-004
+5.19045000000000000000e+009;-1.69181843728071477397e-004
+5.19060000000000000000e+009;-1.69182634766812958977e-004
+5.19075000000000000000e+009;-1.69183429568506955246e-004
+5.19090000000000000000e+009;-1.69184228114830530806e-004
+5.19105000000000000000e+009;-1.69185030408194598921e-004
+5.19120000000000000000e+009;-1.69185836451492217563e-004
+5.19135000000000000000e+009;-1.69186646228329246999e-004
+5.19150000000000000000e+009;-1.69187459734366005401e-004
+5.19165000000000000000e+009;-1.69188276978281775106e-004
+5.19180000000000000000e+009;-1.69189097943682362169e-004
+5.19195000000000000000e+009;-1.69189922640211446760e-004
+5.19210000000000000000e+009;-1.69190751039420268602e-004
+5.19225000000000000000e+009;-1.69191583149988055822e-004
+5.19240000000000000000e+009;-1.69192418977701005680e-004
+5.19255000000000000000e+009;-1.69193258503754038070e-004
+5.19270000000000000000e+009;-1.69194101724289724291e-004
+5.19285000000000000000e+009;-1.69194948643165465939e-004
+5.19300000000000000000e+009;-1.69195799252184179593e-004
+5.19315000000000000000e+009;-1.69196653545559667995e-004
+5.19330000000000000000e+009;-1.69197511517505760990e-004
+5.19345000000000000000e+009;-1.69198373166575943144e-004
+5.19360000000000000000e+009;-1.69199238496627616052e-004
+5.19375000000000000000e+009;-1.69200107481622959811e-004
+5.19390000000000000000e+009;-1.69200980134098712560e-004
+5.19405000000000000000e+009;-1.69201856450197445601e-004
+5.19420000000000000000e+009;-1.69202736409185228953e-004
+5.19435000000000000000e+009;-1.69203620030831621869e-004
+5.19450000000000000000e+009;-1.69204507292474061334e-004
+5.19465000000000000000e+009;-1.69205398194112520242e-004
+5.19480000000000000000e+009;-1.69206292729478602419e-004
+5.19495000000000000000e+009;-1.69207190912555615649e-004
+5.19510000000000000000e+009;-1.69208092711519569873e-004
+5.19525000000000000000e+009;-1.69208998142764631932e-004
+5.19540000000000000000e+009;-1.69209907174948902264e-004
+5.19555000000000000000e+009;-1.69210819836521195354e-004
+5.19570000000000000000e+009;-1.69211736111087317257e-004
+5.19585000000000000000e+009;-1.69212655988039217076e-004
+5.19600000000000000000e+009;-1.69213579475091860631e-004
+5.19615000000000000000e+009;-1.69214506549582657802e-004
+5.19630000000000000000e+009;-1.69215437218744348385e-004
+5.19645000000000000000e+009;-1.69216371485952189269e-004
+5.19660000000000000000e+009;-1.69217309333847615782e-004
+5.19675000000000000000e+009;-1.69218250757608828496e-004
+5.19690000000000000000e+009;-1.69219195769772592659e-004
+5.19705000000000000000e+009;-1.69220144349122806476e-004
+5.19720000000000000000e+009;-1.69221096487462440740e-004
+5.19735000000000000000e+009;-1.69222052212758056807e-004
+5.19750000000000000000e+009;-1.69223011474862647906e-004
+5.19765000000000000000e+009;-1.69223974300296341276e-004
+5.19780000000000000000e+009;-1.69224940684237201965e-004
+5.19795000000000000000e+009;-1.69225910601611807902e-004
+5.19810000000000000000e+009;-1.69226884081351118278e-004
+5.19825000000000000000e+009;-1.69227861083433978300e-004
+5.19840000000000000000e+009;-1.69228841625701097347e-004
+5.19855000000000000000e+009;-1.69229825696097963298e-004
+5.19870000000000000000e+009;-1.69230813306196916463e-004
+5.19885000000000000000e+009;-1.69231804416941254091e-004
+5.19900000000000000000e+009;-1.69232799066905534226e-004
+5.19915000000000000000e+009;-1.69233797215104204243e-004
+5.19930000000000000000e+009;-1.69234798880824624480e-004
+5.19945000000000000000e+009;-1.69235804058280570571e-004
+5.19960000000000000000e+009;-1.69236812719023336452e-004
+5.19975000000000000000e+009;-1.69237824893912514350e-004
+5.19990000000000000000e+009;-1.69238840556910311464e-004
+5.20005000000000000000e+009;-1.69239859709945469251e-004
+5.20020000000000000000e+009;-1.69240882347231763345e-004
+5.20035000000000000000e+009;-1.69241908460572110327e-004
+5.20050000000000000000e+009;-1.69242938056717051078e-004
+5.20065000000000000000e+009;-1.69243971127951728199e-004
+5.20080000000000000000e+009;-1.69245007655470926060e-004
+5.20095000000000000000e+009;-1.69246047663383858634e-004
+5.20110000000000000000e+009;-1.69247091122759539625e-004
+5.20125000000000000000e+009;-1.69248138042277278476e-004
+5.20140000000000000000e+009;-1.69249188419526134814e-004
+5.20155000000000000000e+009;-1.69250242229432632359e-004
+5.20170000000000000000e+009;-1.69251299497070247391e-004
+5.20185000000000000000e+009;-1.69252360204598270533e-004
+5.20200000000000000000e+009;-1.69253424343337419448e-004
+5.20215000000000000000e+009;-1.69254491923895636612e-004
+5.20230000000000000000e+009;-1.69255562918306469086e-004
+5.20245000000000000000e+009;-1.69256637350196715089e-004
+5.20260000000000000000e+009;-1.69257715194492979653e-004
+5.20275000000000000000e+009;-1.69258796455052691480e-004
+5.20290000000000000000e+009;-1.69259881137179876015e-004
+5.20305000000000000000e+009;-1.69260969216765427706e-004
+5.20320000000000000000e+009;-1.69262060699595516707e-004
+5.20335000000000000000e+009;-1.69263155597242483325e-004
+5.20350000000000000000e+009;-1.69264253883186390056e-004
+5.20365000000000000000e+009;-1.69265355555498414131e-004
+5.20380000000000000000e+009;-1.69266460632501572264e-004
+5.20395000000000000000e+009;-1.69267569081889539956e-004
+5.20410000000000000000e+009;-1.69268680913306078691e-004
+5.20425000000000000000e+009;-1.69269796114214369012e-004
+5.20440000000000000000e+009;-1.69270914708723597790e-004
+5.20455000000000000000e+009;-1.69272036655366013482e-004
+5.20470000000000000000e+009;-1.69273161970053692433e-004
+5.20485000000000000000e+009;-1.69274290647964753900e-004
+5.20500000000000000000e+009;-1.69275422688134908472e-004
+5.20515000000000000000e+009;-1.69276558082366991413e-004
+5.20530000000000000000e+009;-1.69277696818124264583e-004
+5.20545000000000000000e+009;-1.69278838898299894373e-004
+5.20560000000000000000e+009;-1.69279984316143231483e-004
+5.20575000000000000000e+009;-1.69281133081780209206e-004
+5.20590000000000000000e+009;-1.69282285173994725752e-004
+5.20605000000000000000e+009;-1.69283440612074087247e-004
+5.20620000000000000000e+009;-1.69284599365640846171e-004
+5.20635000000000000000e+009;-1.69285761440481172680e-004
+5.20650000000000000000e+009;-1.69286926834666298213e-004
+5.20665000000000000000e+009;-1.69288095542410106827e-004
+5.20680000000000000000e+009;-1.69289267572874025563e-004
+5.20695000000000000000e+009;-1.69290442894234037258e-004
+5.20710000000000000000e+009;-1.69291621532527934713e-004
+5.20725000000000000000e+009;-1.69292803457378324616e-004
+5.20740000000000000000e+009;-1.69293988689518947214e-004
+5.20755000000000000000e+009;-1.69295177207733863346e-004
+5.20770000000000000000e+009;-1.69296369011058675177e-004
+5.20785000000000000000e+009;-1.69297564109137008669e-004
+5.20800000000000000000e+009;-1.69298762478341984286e-004
+5.20815000000000000000e+009;-1.69299964134585624164e-004
+5.20830000000000000000e+009;-1.69301169051347828167e-004
+5.20845000000000000000e+009;-1.69302377243094102997e-004
+5.20860000000000000000e+009;-1.69303588699216424861e-004
+5.20875000000000000000e+009;-1.69304803416821762893e-004
+5.20890000000000000000e+009;-1.69306021392052607078e-004
+5.20905000000000000000e+009;-1.69307242624908957417e-004
+5.20920000000000000000e+009;-1.69308467110086815566e-004
+5.20935000000000000000e+009;-1.69309694839871269917e-004
+5.20950000000000000000e+009;-1.69310925806547408860e-004
+5.20965000000000000000e+009;-1.69312160025062883803e-004
+5.20980000000000000000e+009;-1.69313397473237303541e-004
+5.20995000000000000000e+009;-1.69314638155892494605e-004
+5.21010000000000000000e+009;-1.69315882063384831038e-004
+5.21025000000000000000e+009;-1.69317129193303345363e-004
+5.21040000000000000000e+009;-1.69318379553363030504e-004
+5.21055000000000000000e+009;-1.69319633121383441047e-004
+5.21070000000000000000e+009;-1.69320889907490401867e-004
+5.21085000000000000000e+009;-1.69322149911684021384e-004
+5.21100000000000000000e+009;-1.69323413103104490531e-004
+5.21115000000000000000e+009;-1.69324679504896625452e-004
+5.21130000000000000000e+009;-1.69325949114167368173e-004
+5.21145000000000000000e+009;-1.69327221915969040184e-004
+5.21160000000000000000e+009;-1.69328497911748129812e-004
+5.21175000000000000000e+009;-1.69329777081735267539e-004
+5.21190000000000000000e+009;-1.69331059443288936724e-004
+5.21205000000000000000e+009;-1.69332344991105166127e-004
+5.21220000000000000000e+009;-1.69333633713611561231e-004
+5.21235000000000000000e+009;-1.69334925610808149140e-004
+5.21250000000000000000e+009;-1.69336220680284043694e-004
+5.21265000000000000000e+009;-1.69337518908538081815e-004
+5.21280000000000000000e+009;-1.69338820300392117139e-004
+5.21295000000000000000e+009;-1.69340124859221406554e-004
+5.21310000000000000000e+009;-1.69341432572971410837e-004
+5.21325000000000000000e+009;-1.69342743431998504029e-004
+5.21340000000000000000e+009;-1.69344057444981941360e-004
+5.21355000000000000000e+009;-1.69345374602278096873e-004
+5.21370000000000000000e+009;-1.69346694896654203664e-004
+5.21385000000000000000e+009;-1.69348018339200484441e-004
+5.21400000000000000000e+009;-1.69349344901950377845e-004
+5.21415000000000000000e+009;-1.69350674597440594912e-004
+5.21430000000000000000e+009;-1.69352007431939504713e-004
+5.21445000000000000000e+009;-1.69353343386159855329e-004
+5.21460000000000000000e+009;-1.69354682459137248930e-004
+5.21475000000000000000e+009;-1.69356024642674629199e-004
+5.21490000000000000000e+009;-1.69357369952201765144e-004
+5.21505000000000000000e+009;-1.69358718361198692156e-004
+5.21520000000000000000e+009;-1.69360069881719895249e-004
+5.21535000000000000000e+009;-1.69361424499782175059e-004
+5.21550000000000000000e+009;-1.69362782216349820998e-004
+5.21565000000000000000e+009;-1.69364143040102196718e-004
+5.21580000000000000000e+009;-1.69365506945001373894e-004
+5.21595000000000000000e+009;-1.69366873945512913437e-004
+5.21610000000000000000e+009;-1.69368244026689082626e-004
+5.21625000000000000000e+009;-1.69369617198173588735e-004
+5.21640000000000000000e+009;-1.69370993433928530543e-004
+5.21655000000000000000e+009;-1.69372372750830328019e-004
+5.21670000000000000000e+009;-1.69373755144057181734e-004
+5.21685000000000000000e+009;-1.69375140595286102080e-004
+5.21700000000000000000e+009;-1.69376529119946966483e-004
+5.21715000000000000000e+009;-1.69377920707431751154e-004
+5.21730000000000000000e+009;-1.69379315344239401433e-004
+5.21745000000000000000e+009;-1.69380713040495633776e-004
+5.21760000000000000000e+009;-1.69382113788967871015e-004
+5.21775000000000000000e+009;-1.69383517586280693632e-004
+5.21790000000000000000e+009;-1.69384924425683642060e-004
+5.21805000000000000000e+009;-1.69386334299943922292e-004
+5.21820000000000000000e+009;-1.69387747217740870873e-004
+5.21835000000000000000e+009;-1.69389163170877350174e-004
+5.21850000000000000000e+009;-1.69390582144887907705e-004
+5.21865000000000000000e+009;-1.69392004154238023060e-004
+5.21880000000000000000e+009;-1.69393429194105842603e-004
+5.21895000000000000000e+009;-1.69394857236524832081e-004
+5.21910000000000000000e+009;-1.69396288309943751768e-004
+5.21925000000000000000e+009;-1.69397722395075268432e-004
+5.21940000000000000000e+009;-1.69399159489990694828e-004
+5.21955000000000000000e+009;-1.69400599590832548046e-004
+5.21970000000000000000e+009;-1.69402042699047397731e-004
+5.21985000000000000000e+009;-1.69403488801134107910e-004
+5.22000000000000000000e+009;-1.69404937908665100205e-004
+5.22015000000000000000e+009;-1.69406389997531187748e-004
+5.22030000000000000000e+009;-1.69407845078340475644e-004
+5.22045000000000000000e+009;-1.69409303160254390936e-004
+5.22060000000000000000e+009;-1.69410764211448862252e-004
+5.22075000000000000000e+009;-1.69412228253622163194e-004
+5.22090000000000000000e+009;-1.69413695261700763270e-004
+5.22105000000000000000e+009;-1.69415165249667970266e-004
+5.22120000000000000000e+009;-1.69416638217041585265e-004
+5.22135000000000000000e+009;-1.69418114144052157433e-004
+5.22150000000000000000e+009;-1.69419593033592798953e-004
+5.22165000000000000000e+009;-1.69421074882288198726e-004
+5.22180000000000000000e+009;-1.69422559687727470592e-004
+5.22195000000000000000e+009;-1.69424047450392786362e-004
+5.22210000000000000000e+009;-1.69425538167873178559e-004
+5.22225000000000000000e+009;-1.69427031820881476582e-004
+5.22240000000000000000e+009;-1.69428528435937645041e-004
+5.22255000000000000000e+009;-1.69430027982664209310e-004
+5.22270000000000000000e+009;-1.69431530474080052238e-004
+5.22285000000000000000e+009;-1.69433035886076122480e-004
+5.22300000000000000000e+009;-1.69434544233600017232e-004
+5.22315000000000000000e+009;-1.69436055515205248167e-004
+5.22330000000000000000e+009;-1.69437569723176876570e-004
+5.22345000000000000000e+009;-1.69439086847389050461e-004
+5.22360000000000000000e+009;-1.69440606901825050520e-004
+5.22375000000000000000e+009;-1.69442129851767801611e-004
+5.22390000000000000000e+009;-1.69443655729041320899e-004
+5.22405000000000000000e+009;-1.69445184502303735925e-004
+5.22420000000000000000e+009;-1.69446716198557291531e-004
+5.22435000000000000000e+009;-1.69448250790799769981e-004
+5.22450000000000000000e+009;-1.69449788273244946911e-004
+5.22465000000000000000e+009;-1.69451328667108897007e-004
+5.22480000000000000000e+009;-1.69452871939121033464e-004
+5.22495000000000000000e+009;-1.69454418114354805457e-004
+5.22510000000000000000e+009;-1.69455967168701134538e-004
+5.22525000000000000000e+009;-1.69457519109392760505e-004
+5.22540000000000000000e+009;-1.69459073928714717538e-004
+5.22555000000000000000e+009;-1.69460631625702662015e-004
+5.22570000000000000000e+009;-1.69462192194570423782e-004
+5.22585000000000000000e+009;-1.69463755634353659216e-004
+5.22600000000000000000e+009;-1.69465321953249451739e-004
+5.22615000000000000000e+009;-1.69466891129077410144e-004
+5.22630000000000000000e+009;-1.69468463167623704588e-004
+5.22645000000000000000e+009;-1.69470038065030906369e-004
+5.22660000000000000000e+009;-1.69471615814548474607e-004
+5.22675000000000000000e+009;-1.69473196421480380540e-004
+5.22690000000000000000e+009;-1.69474779866539345145e-004
+5.22705000000000000000e+009;-1.69476366169494873466e-004
+5.22720000000000000000e+009;-1.69477955312988346620e-004
+5.22735000000000000000e+009;-1.69479547300395102811e-004
+5.22750000000000000000e+009;-1.69481142115803119904e-004
+5.22765000000000000000e+009;-1.69482739766927282404e-004
+5.22780000000000000000e+009;-1.69484340258589416843e-004
+5.22795000000000000000e+009;-1.69485943568126960204e-004
+5.22810000000000000000e+009;-1.69487549702290507580e-004
+5.22825000000000000000e+009;-1.69489158661080004760e-004
+5.22840000000000000000e+009;-1.69490770440638023045e-004
+5.22855000000000000000e+009;-1.69492385035660591197e-004
+5.22870000000000000000e+009;-1.69494002438432716292e-004
+5.22885000000000000000e+009;-1.69495622653776279072e-004
+5.22900000000000000000e+009;-1.69497245673011997201e-004
+5.22915000000000000000e+009;-1.69498871494211102119e-004
+5.22930000000000000000e+009;-1.69500500114962761875e-004
+5.22945000000000000000e+009;-1.69502131538159980231e-004
+5.22960000000000000000e+009;-1.69503765760909699215e-004
+5.22975000000000000000e+009;-1.69505402771157433813e-004
+5.22990000000000000000e+009;-1.69507042560223766163e-004
+5.23005000000000000000e+009;-1.69508685140163371016e-004
+5.23020000000000000000e+009;-1.69510330499885998557e-004
+5.23035000000000000000e+009;-1.69511978650481898601e-004
+5.23050000000000000000e+009;-1.69513629565913142823e-004
+5.23065000000000000000e+009;-1.69515283257752179952e-004
+5.23080000000000000000e+009;-1.69516939725034639259e-004
+5.23095000000000000000e+009;-1.69518598952330616213e-004
+5.23110000000000000000e+009;-1.69520260949283899403e-004
+5.23125000000000000000e+009;-1.69521925704321985888e-004
+5.23140000000000000000e+009;-1.69523593208283421523e-004
+5.23155000000000000000e+009;-1.69525263482384308100e-004
+5.23170000000000000000e+009;-1.69526936501551142231e-004
+5.23185000000000000000e+009;-1.69528612274945350959e-004
+5.23200000000000000000e+009;-1.69530290790030223249e-004
+5.23215000000000000000e+009;-1.69531972061271211591e-004
+5.23230000000000000000e+009;-1.69533656056844298822e-004
+5.23245000000000000000e+009;-1.69535342804716127616e-004
+5.23260000000000000000e+009;-1.69537032277402145795e-004
+5.23275000000000000000e+009;-1.69538724481653056871e-004
+5.23290000000000000000e+009;-1.69540419415540065179e-004
+5.23305000000000000000e+009;-1.69542117076652257453e-004
+5.23320000000000000000e+009;-1.69543817464025317176e-004
+5.23335000000000000000e+009;-1.69545520574283933250e-004
+5.23350000000000000000e+009;-1.69547226401159736604e-004
+5.23365000000000000000e+009;-1.69548934926811990754e-004
+5.23380000000000000000e+009;-1.69550646183546938886e-004
+5.23395000000000000000e+009;-1.69552360140504853247e-004
+5.23410000000000000000e+009;-1.69554076807811612924e-004
+5.23425000000000000000e+009;-1.69555796178716649929e-004
+5.23440000000000000000e+009;-1.69557518246469423381e-004
+5.23455000000000000000e+009;-1.69559243022160128882e-004
+5.23470000000000000000e+009;-1.69560970473000351437e-004
+5.23485000000000000000e+009;-1.69562700618277397173e-004
+5.23500000000000000000e+009;-1.69564433460884351167e-004
+5.23515000000000000000e+009;-1.69566168991177614565e-004
+5.23530000000000000000e+009;-1.69567907195173879584e-004
+5.23545000000000000000e+009;-1.69569648081552374350e-004
+5.23560000000000000000e+009;-1.69571391657063748164e-004
+5.23575000000000000000e+009;-1.69573137894223503058e-004
+5.23590000000000000000e+009;-1.69574886809908113210e-004
+5.23605000000000000000e+009;-1.69576638388687701191e-004
+5.23620000000000000000e+009;-1.69578392639723748254e-004
+5.23635000000000000000e+009;-1.69580149539871492467e-004
+5.23650000000000000000e+009;-1.69581909125294632819e-004
+5.23665000000000000000e+009;-1.69583671341988733838e-004
+5.23680000000000000000e+009;-1.69585436229492724294e-004
+5.23695000000000000000e+009;-1.69587203760804413558e-004
+5.23710000000000000000e+009;-1.69588973959068617771e-004
+5.23725000000000000000e+009;-1.69590746776549189216e-004
+5.23740000000000000000e+009;-1.69592522257124792701e-004
+5.23755000000000000000e+009;-1.69594300372828812656e-004
+5.23770000000000000000e+009;-1.69596081131376187796e-004
+5.23785000000000000000e+009;-1.69597864520230152876e-004
+5.23800000000000000000e+009;-1.69599650541801675371e-004
+5.23815000000000000000e+009;-1.69601439189822332000e-004
+5.23830000000000000000e+009;-1.69603230469114030611e-004
+5.23845000000000000000e+009;-1.69605024372926121903e-004
+5.23860000000000000000e+009;-1.69606820906080459511e-004
+5.23875000000000000000e+009;-1.69608620048325366581e-004
+5.23890000000000000000e+009;-1.69610421800143123345e-004
+5.23905000000000000000e+009;-1.69612226172141645174e-004
+5.23920000000000000000e+009;-1.69614033156123902857e-004
+5.23935000000000000000e+009;-1.69615842747267988547e-004
+5.23950000000000000000e+009;-1.69617654944127441022e-004
